# lat,lng,id,name,building_type,type,url,page_type
# caorle -- restaurants.csv
45.598648,12.889141,ov_ristorante_belgau_45.5986_12.8891,Ristorante Belgau,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/ristorante_belgau_45.5986_12.8891.json,custom
45.598667,12.888018,ov_creperia_charlotte_45.5987_12.8880,Creperia Charlotte,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/creperia_charlotte_45.5987_12.8880.json,custom
45.598663,12.888081,ov_enotria_45.5987_12.8881,Enotria,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/enotria_45.5987_12.8881.json,custom
45.598657,12.887359,ov_savor_bistrot_e_cicchetteria_45.5987_12.8874,Savor Bistrot e Cicchetteria,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/savor_bistrot_e_cicchetteria_45.5987_12.8874.json,custom
45.598806,12.885072,ov_ristorante_pizzeria_gallo_d_oro_ristoran_45.5988_12.8851,Ristorante Pizzeria Gallo D'oro Ristorante di pesce e pizza!,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/ristorante_pizzeria_gallo_doro_ristorant_45.5988_12.8851.json,custom
45.598939,12.880880,ov_ristorante_stelu_45.5989_12.8809,Ristorante Stelu,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/ristorante_stelu_45.5989_12.8809.json,custom
45.598963,12.884187,ov_ristorante_da_buso_45.5990_12.8842,Ristorante da Buso,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/ristorante_da_buso_45.5990_12.8842.json,custom
45.599061,12.880386,ov_doppio_v_45.5991_12.8804,Doppio V,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/doppio_v_45.5991_12.8804.json,custom
45.608500,12.897006,ov_onda_blu_beach_restaurant_45.6085_12.8970,Onda Blu Beach Restaurant,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/onda_blu_beach_restaurant_45.6085_12.8970.json,custom
45.607295,12.890231,ov_pizzeria_la_nuova_caorle_45.6073_12.8902,Pizzeria La Nuova Caorle,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/pizzeria_la_nuova_caorle_45.6073_12.8902.json,custom
45.606717,12.893788,ov_bloom_45.6067_12.8938,Bloom,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/bloom_45.6067_12.8938.json,custom
45.605847,12.889155,ov_reebs_caorle___la_costa_con_gusto_45.6058_12.8892,Reebs Caorle - La costa con gusto,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/reebs_caorle_-_la_costa_con_gusto_45.6058_12.8892.json,custom
45.605729,12.890027,ov_spaghetti_haus_45.6057_12.8900,Spaghetti Haus,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/spaghetti_haus_45.6057_12.8900.json,custom
45.605546,12.892408,ov_chiosco_havana_45.6055_12.8924,Chiosco Havana,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/chiosco_havana_45.6055_12.8924.json,custom
45.606462,12.874732,ov_da_tituta_45.6065_12.8747,Da Tituta,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/da_tituta_45.6065_12.8747.json,custom
45.605256,12.873205,ov_alla_fattoria_45.6053_12.8732,Alla Fattoria,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/alla_fattoria_45.6053_12.8732.json,custom
45.604721,12.874272,ov_ristorante_commercio_796_ginkoi_caorle_45.6047_12.8743,Ristorante Commercio 796 Ginkoi Caorle,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/ristorante_commercio_796_ginkoi_caorle_45.6047_12.8743.json,custom
45.604194,12.872957,ov_ristorante_da_gnan_45.6042_12.8730,Ristorante da Gnan,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/ristorante_da_gnan_45.6042_12.8730.json,custom
45.603882,12.890110,ov_la_cucina_al_garden_sea_45.6039_12.8901,La cucina al garden sea,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/la_cucina_al_garden_sea_45.6039_12.8901.json,custom
45.603880,12.890110,ov_ristorante_origini_45.6039_12.8901,Ristorante Origini,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/ristorante_origini_45.6039_12.8901.json,custom
45.604012,12.879961,ov_ristorante_duilio_45.6040_12.8800,Ristorante Duilio,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/ristorante_duilio_45.6040_12.8800.json,custom
45.603141,12.886527,ov_spaghetteria_pizzeria_venus_45.6031_12.8865,Spaghetteria pizzeria Venus,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/spaghetteria_pizzeria_venus_45.6031_12.8865.json,custom
45.601830,12.878771,ov_maison_b__restaurant___contemporary_art_45.6018_12.8788,Maison B. Restaurant & Contemporary Art,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/maison_b_restaurant_contemporary_art_45.6018_12.8788.json,custom
45.602453,12.884713,ov_ristorante_allo_scoglio_caorle_45.6025_12.8847,Ristorante Allo Scoglio Caorle,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/ristorante_allo_scoglio_caorle_45.6025_12.8847.json,custom
45.602438,12.889650,ov_stellamare_food_and_drinks_45.6024_12.8897,Stellamare Food and Drinks,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/stellamare_food_and_drinks_45.6024_12.8897.json,custom
45.602738,12.888833,ov_sapere_e_sapori_45.6027_12.8888,Sapere E Sapori,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/sapere_e_sapori_45.6027_12.8888.json,custom
45.602470,12.872350,ov_gusso_il_fornaio_45.6025_12.8724,Gusso il fornaio,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/gusso_il_fornaio_45.6025_12.8724.json,custom
45.600488,12.888126,ov_pizzeria_la_caorlotta_45.6005_12.8881,Pizzeria La Caorlotta,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/pizzeria_la_caorlotta_45.6005_12.8881.json,custom
45.601588,12.889280,ov_ristorante_da_bepi_45.6016_12.8893,Ristorante da Bepi,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/ristorante_da_bepi_45.6016_12.8893.json,custom
45.601207,12.889513,ov_al_veliero_caorle_ristorante_45.6012_12.8895,Al Veliero Caorle Ristorante,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/al_veliero_caorle_ristorante_45.6012_12.8895.json,custom
45.600231,12.888379,ov_un_posto_al_sole_45.6002_12.8884,Un Posto Al Sole,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/un_posto_al_sole_45.6002_12.8884.json,custom
45.600231,12.888379,ov_reverso_osteria_moderna_45.6002_12.8884,Reverso Osteria Moderna,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/reverso_osteria_moderna_45.6002_12.8884.json,custom
45.600284,12.886635,ov_idon_caorle_45.6003_12.8866,iDon Caorle,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/idon_caorle_45.6003_12.8866.json,custom
45.600364,12.886159,ov_luna_restaurant_bar_lounge_45.6004_12.8862,LUNA Restaurant Bar&Lounge,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/luna_restaurant_barlounge_45.6004_12.8862.json,custom
45.600305,12.886734,ov_casaburlina_45.6003_12.8867,Casaburlina,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/casaburlina_45.6003_12.8867.json,custom
45.600293,12.888329,ov_ristorante_pizzeria_mazarack_2_0_45.6003_12.8883,Ristorante Pizzeria Mazarack 2.0,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/ristorante_pizzeria_mazarack_20_45.6003_12.8883.json,custom
45.599975,12.888525,ov_ristorante_bucintoro_45.6000_12.8885,Ristorante Bucintoro,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/ristorante_bucintoro_45.6000_12.8885.json,custom
45.599988,12.887503,ov_ristorante_il_centrale_45.6000_12.8875,Ristorante Il Centrale,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/ristorante_il_centrale_45.6000_12.8875.json,custom
45.600084,12.885238,ov_ai_bragozzi_45.6001_12.8852,Ai Bragozzi,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/ai_bragozzi_45.6001_12.8852.json,custom
45.599567,12.889192,ov_nuova_hong_kong_45.5996_12.8892,Nuova Hong Kong,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/nuova_hong_kong_45.5996_12.8892.json,custom
45.599568,12.886542,ov_il_postaccio_45.5996_12.8865,Il postaccio,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/il_postaccio_45.5996_12.8865.json,custom
45.599544,12.887123,ov_thai_restaurant_45.5995_12.8871,Thai Restaurant,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/thai_restaurant_45.5995_12.8871.json,custom
45.599535,12.886856,ov_piadina_dorina_45.5995_12.8869,Piadina Dorina,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/piadina_dorina_45.5995_12.8869.json,custom
45.599720,12.886976,ov_sante_45.5997_12.8870,Sante,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/sante_45.5997_12.8870.json,custom
45.599686,12.889603,ov_ristorante_all_anguilla_45.5997_12.8896,Ristorante All'Anguilla,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/ristorante_allanguilla_45.5997_12.8896.json,custom
45.599298,12.886704,ov_hostaria_vecia_45.5993_12.8867,Hostaria Vecia,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/hostaria_vecia_45.5993_12.8867.json,custom
45.599259,12.886675,ov_hosteria_sconta_45.5993_12.8867,Hosteria Sconta,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/hosteria_sconta_45.5993_12.8867.json,custom
45.599234,12.888091,ov_mediterraneo_caorle_45.5992_12.8881,Mediterraneo Caorle,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/mediterraneo_caorle_45.5992_12.8881.json,custom
45.599272,12.888023,ov_rio_ter__bar_caorle_45.5993_12.8880,Rio Terà Bar Caorle,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/rio_ter_bar_caorle_45.5993_12.8880.json,custom
45.599342,12.886552,ov_la_piazzetta_45.5993_12.8866,La Piazzetta,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/la_piazzetta_45.5993_12.8866.json,custom
45.599397,12.886718,ov_ristorante_pizzeria_al_porto_45.5994_12.8867,Ristorante Pizzeria al Porto,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/ristorante_pizzeria_al_porto_45.5994_12.8867.json,custom
45.599386,12.888996,ov_ristorante_da_nappa_45.5994_12.8890,Ristorante Da Nappa,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/ristorante_da_nappa_45.5994_12.8890.json,custom
45.613414,12.861285,ov_osteria_ca_corniani_45.6134_12.8613,Osteria Ca Corniani,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/osteria_ca_corniani_45.6134_12.8613.json,custom
45.614266,12.903824,ov_ristorante_sole_45.6143_12.9038,Ristorante Sole,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/ristorante_sole_45.6143_12.9038.json,custom
45.611636,12.863874,ov_ristorante____hotel__villa_dei_dogi_45.6116_12.8639,Ristorante  - Hotel  VILLA DEI DOGI,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/ristorante_-_hotel_villa_dei_dogi_45.6116_12.8639.json,custom
45.609427,12.896953,ov_ristorante_le_tentazioni_45.6094_12.8970,Ristorante Le Tentazioni,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/ristorante_le_tentazioni_45.6094_12.8970.json,custom
45.609489,12.897142,ov_in_cucina_con_lo_chef_michele_45.6095_12.8971,In cucina con lo Chef Michele,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/in_cucina_con_lo_chef_michele_45.6095_12.8971.json,custom
45.608992,12.887674,ov_gnam_gnam_45.6090_12.8877,Gnam Gnam,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/gnam_gnam_45.6090_12.8877.json,custom
45.618060,12.906849,ov_ristorante_da_elio_45.6181_12.9068,Ristorante da Elio,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/ristorante_da_elio_45.6181_12.9068.json,custom
45.617768,12.907351,ov_ristorante_capri_45.6178_12.9074,Ristorante Capri,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/ristorante_capri_45.6178_12.9074.json,custom
45.616966,12.908716,ov_ristorante_la_ritrovata_45.6170_12.9087,Ristorante La Ritrovata,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/ristorante_la_ritrovata_45.6170_12.9087.json,custom
45.620874,12.903133,ov_cason_grottolo_ittiturismo_e_pescaturism_45.6209_12.9031,Cason Grottolo Ittiturismo e Pescaturismo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/cason_grottolo_ittiturismo_e_pescaturism_45.6209_12.9031.json,custom
45.639279,12.947246,ov_mazarack_45.6393_12.9472,Mazarack,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/mazarack_45.6393_12.9472.json,custom
45.635735,12.854962,ov_agriturismo_la_fraschetta_45.6357_12.8550,Agriturismo La Fraschetta,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/agriturismo_la_fraschetta_45.6357_12.8550.json,custom
45.636724,12.850687,ov_da_bacco_45.6367_12.8507,Da Bacco,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/da_bacco_45.6367_12.8507.json,custom
45.647685,12.813634,ov_ristorante_duilio_45.6477_12.8136,Ristorante Duilio,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/ristorante_duilio_45.6477_12.8136.json,custom
45.644680,12.947369,ov_restaurant_ai_gabbiani_45.6447_12.9474,Restaurant Ai Gabbiani,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/restaurant_ai_gabbiani_45.6447_12.9474.json,custom
45.653436,12.798675,ov_lo_sfizio_da_cristian_2_45.6534_12.7987,Lo Sfizio da Cristian 2,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/lo_sfizio_da_cristian_2_45.6534_12.7987.json,custom
45.651858,12.797392,ov_pizzeria_luciano_45.6519_12.7974,Pizzeria Luciano,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/pizzeria_luciano_45.6519_12.7974.json,custom
45.651452,12.797447,ov_ristorante_al_cacciatore_45.6515_12.7974,Ristorante al Cacciatore,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/ristorante_al_cacciatore_45.6515_12.7974.json,custom
45.648503,12.839586,ov_ristorante_eden_45.6485_12.8396,Ristorante Eden,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/ristorante_eden_45.6485_12.8396.json,custom
45.655160,12.947600,ov_brussa_doppio_litro_45.6552_12.9476,Brussa Doppio Litro,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/brussa_doppio_litro_45.6552_12.9476.json,custom
45.675013,12.947531,ov_agli_alberoni_45.6750_12.9475,Agli Alberoni,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/agli_alberoni_45.6750_12.9475.json,custom
45.684335,12.947669,ov_hotel_ristorante_da_nino_di_rizzin_romeo_45.6843_12.9477,Hotel Ristorante da Nino di Rizzin Romeo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/hotel_ristorante_da_nino_di_rizzin_romeo_45.6843_12.9477.json,custom
45.710215,12.950988,ov_ai_gabbiani_45.7102_12.9510,Ai Gabbiani,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/ai_gabbiani_45.7102_12.9510.json,custom
45.597831,12.885424,osm_da_roberto_45.5978_12.8854,Da Roberto,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/da_roberto_45.5978_12.8854.json,custom
45.601852,12.878878,osm_il_brigantino_45.6019_12.8789,Il Brigantino,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/il_brigantino_45.6019_12.8789.json,custom
45.586746,12.852925,osm_stiefel_45.5867_12.8529,Stiefel,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/stiefel_45.5867_12.8529.json,custom
45.655137,12.947638,osm_country_road_45.6551_12.9476,Country Road,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/country_road_45.6551_12.9476.json,custom
45.658329,12.947510,osm_birrificio_b2o_45.6583_12.9475,Birrificio B2O,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/birrificio_b2o_45.6583_12.9475.json,custom
45.599899,12.887477,osm_il_centrale_45.5999_12.8875,Il Centrale,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/il_centrale_45.5999_12.8875.json,custom
45.599778,12.888914,osm_bucintoro_45.5998_12.8889,Bucintoro,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/bucintoro_45.5998_12.8889.json,custom
45.597824,12.884957,osm_il_calamaro_45.5978_12.8850,Il Calamaro,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/il_calamaro_45.5978_12.8850.json,custom
45.594662,12.873061,osm_ristorante_pizzeria_azurra_45.5947_12.8731,Ristorante-Pizzeria Azurra,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/ristorante-pizzeria_azurra_45.5947_12.8731.json,custom
45.644716,12.947602,osm_ai_gabbiani_45.6447_12.9476,Ai Gabbiani,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/ai_gabbiani_45.6447_12.9476.json,custom
45.588887,12.847861,osm_postier_45.5889_12.8479,Postier,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/postier_45.5889_12.8479.json,custom
45.597659,12.885904,osm_enos_45.5977_12.8859,Enos,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/enos_45.5977_12.8859.json,custom
45.601357,12.889613,osm_al_veliero_45.6014_12.8896,Al veliero,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/al_veliero_45.6014_12.8896.json,custom
45.597096,12.879829,osm_al_postiglione_45.5971_12.8798,Al Postiglione,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/al_postiglione_45.5971_12.8798.json,custom
45.587576,12.853806,osm_da_giulia_45.5876_12.8538,Da Giulia,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/da_giulia_45.5876_12.8538.json,custom
45.601556,12.889554,osm_da_bepi_45.6016_12.8896,Da Bepi,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/da_bepi_45.6016_12.8896.json,custom
45.599238,12.886639,osm_la_piazetta_45.5992_12.8866,La Piazetta,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/la_piazetta_45.5992_12.8866.json,custom
45.597624,12.886059,osm_pizzeria_negretto_45.5976_12.8861,Pizzeria Negretto,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/pizzeria_negretto_45.5976_12.8861.json,custom
45.598338,12.889324,osm_bellavista_45.5983_12.8893,Bellavista,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/bellavista_45.5983_12.8893.json,custom
45.608451,12.894303,osm_pizzeria_falconera_45.6085_12.8943,Pizzeria Falconera,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/pizzeria_falconera_45.6085_12.8943.json,custom
45.602798,12.889539,osm_la_riva_caorle_45.6028_12.8895,La Riva Caorle,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/la_riva_caorle_45.6028_12.8895.json,custom
45.592077,12.857414,osm_da_andrea_45.5921_12.8574,Da Andrea,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/da_andrea_45.5921_12.8574.json,custom
45.575740,12.822001,osm_food_time_45.5757_12.8220,Food Time,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/food_time_45.5757_12.8220.json,custom
45.607354,12.890083,osm_nuova_caorle_45.6074_12.8901,Nuova Caorle,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/caorle/pages/nuova_caorle_45.6074_12.8901.json,custom
